audio_file,class,id,candidate1_ko,candidate1_en,candidate2_ko,candidate2_en,candidate3_ko,candidate3_en,candidate4_ko,candidate4_en,candidate5_ko,candidate5_en
3_3.wav,3,3,쪼 르 르 르 르 륵,JJO REU REU REU REU REUK,죠 됴 로 로 로 로 로 록,JYO DYO RO RO RO RO RO ROK,쪼 르 르 르 륵,JJO REU REU REU REUK,조 르 르 륵 조 르 륵 조 르 르 읏 즉,JO REU REU REUK JO REU REUK JO REU REU EUT JEUK,쫘 르 르 쫘 르 르 쫘 르 르,JJWA REU REU JJWA REU REU JJWA REU REU
3_30.wav,3,30,쉬 이 이 이 이,SWI I I I I,스 르 르 르 윽,SEU REU REU REU EUK,스 르 르 르 르 릉,SEU REU REU REU REU REUNG,솨 아 아 아 츽,SWA A A A CHUIK,스 으 으 읍,SEU EU EU EUB
3_31.wav,3,31,쪼 르 륵 주 르 르 르 륵 주 르 륵,JJO REU REUK JU REU REU REU REUK JU REU REUK,조 쪼 로 로 로 록,JO JJO RO RO RO ROK,쪼 르 르 르 륵,JJO REU REU REU REUK,콰 아 좌 라 라 라 라 락,KWA A JWA RA RA RA RA RAK,깅 캬 악 구 오 오 오 옥,GING KYA AK GU O O O OK
3_32.wav,3,32,주 르 르 르 르 르 르 륵,JU REU REU REU REU REU REU REUK,쵸 로 로 로 로 로 로,CHYO RO RO RO RO RO RO,크 우 우 우 우,KEU U U U U,콸 콸 콸 콰 과 아 아 아 아 아,KWAL KWAL KWAL KWA GWA A A A A A,토 로 로 록 토 록,TO RO RO ROK TO ROK
3_33.wav,3,33,주 르 르 르 르 르 르,JU REU REU REU REU REU REU,쬬 로 로 로 로 로 록,JJYO RO RO RO RO RO ROK,조 르 르 르 륵 조 르 르 륵,JO REU REU REU REUK JO REU REU REUK,솨 아 아 꼴 꼴 꼴 꼴 꼴 꼴,SWA A A KKOL KKOL KKOL KKOL KKOL KKOL,뵬 를 르 르 르 르 르 르 르 르 륵,BYOL REUL REU REU REU REU REU REU REU REU REUK
3_34.wav,3,34,쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU REUK,쿠 르 르 르 를 르 르 르,KU REU REU REU REUL REU REU REU,쭈 르 르 르 륵,JJU REU REU REU REUK,콰 아 아 아 쭈 르 르 륵 쭈 르 르 르 륵,KWA A A A JJU REU REU REUK JJU REU REU REU REUK,오 휘 익 쪼 로 로 로 로 로 로 로 록,O HWI IK JJO RO RO RO RO RO RO RO ROK
3_35.wav,3,35,쿠 오 오 옥,KU O O OK,츠 즈 으 으 으 으 쓰,CHEU JEU EU EU EU EU SSEU,콰 르 르 륵 또 링 똥,KWA REU REU REUK TTO RING TTONG,푸 르 르 읏 풋 똑 똑,PU REU REU EUT PUT TTOK TTOK,크 로 로 록 통,KEU RO RO ROK TONG
3_37.wav,3,37,또 고 고 취 이 이 꿔 고 고 오 옥,TTO GO GO CHWI I I KKWO GO GO O OK,탸 트 윽 스 락,TYA TEU EUK SEU RAK,초 르 륵 촤 르 륵,CHO REU REUK CHWA REU REUK,뿌 기 잇 깃 뿌 비 비 빅,PPU GI IT GIT PPU BI BI BIK,치 릭 구 욱 치 리 리 리 리 리 릭,CHI RIK GU UK CHI RI RI RI RI RI RIK
3_38.wav,3,38,주 르 르 르 르 르 르 르,JU REU REU REU REU REU REU REU,졸 롤 로 로 로 로 록,JOL ROL RO RO RO RO ROK,쪼 로 로 로 로 록,JJO RO RO RO RO ROK,콰 과 아 아 아 알 콸 콸,KWA GWA A A A AL KWAL KWAL,치 긱 쟈 라 라 락 치 릭 쟈 라 라 락,CHI GIK JYA RA RA RAK CHI RIK JYA RA RA RAK
3_39.wav,3,39,콰 르 르 르 르 르 르,KWA REU REU REU REU REU REU,조 로 로 로 로 록,JO RO RO RO RO ROK,촐 촐 촐 촐 촐 촐,CHOL CHOL CHOL CHOL CHOL CHOL,조 르 르 르 조 르 르 조 르 조 르,JO REU REU REU JO REU REU JO REU JO REU,차 락 찰 각 차 라 찰 각 찰,CHA RAK CHAL GAK CHA RA CHAL GAK CHAL
3_40.wav,3,40,또 르 르 르 르 르 륵,TTO REU REU REU REU REU REUK,펴 쳐 졀 져 져 졀 졀 러,PYEO CHYEO JYEOL JYEO JYEO JYEOL JYEOL REO,콰 르 르 륵 콰 르 륵,KWA REU REU REUK KWA REU REUK,꾸 르 르 르 윽 윽 꾸 르 르 윽 리 잇,KKU REU REU REU EUK EUK KKU REU REU EUK RI IT,주 구 주 구 주 구 주 구 주 구 주 구,JU GU JU GU JU GU JU GU JU GU JU GU
3_41.wav,3,41,또 르 르 르 르 르 르 르 륵,TTO REU REU REU REU REU REU REU REUK,쿄 로 로 로 로 로 도 로 로 로 럭,KYO RO RO RO RO RO DO RO RO RO REOK,콰 르 르 륵 콰 르 륵 콰 륵,KWA REU REU REUK KWA REU REUK KWA REUK,쿠 루 르 윽 꾸 르 륵 쿠 르 르 꾸 릇,KU RU REU EUK KKU REU REUK KU REU REU KKU REUT,쿠 루 루 루 룽 촤 랑 쿠 루 루 루 룽,KU RU RU RU RUNG CHWA RANG KU RU RU RU RUNG
3_42.wav,3,42,주 르 르 르 르 르,JU REU REU REU REU REU,쪼 롤 로 로 로 로 롤,JJO ROL RO RO RO RO ROL,촤 르 르 르 륵,CHWA REU REU REU REUK,풀 그 르 러 럭 그 러 러 억,PUL GEU REU REO REOK GEU REO REO EOK,도 고 도 고 도 고 도 고 도 고 도 옥,DO GO DO GO DO GO DO GO DO GO DO OK
3_43.wav,3,43,꿔 르 르 르 르 르 르 륵,KKWO REU REU REU REU REU REU REUK,즈 라 라 라 라 라 라,JEU RA RA RA RA RA RA,콰 르 르 르 르 륵,KWA REU REU REU REU REUK,콸 괄 괄 괄 콸 괄 괄 괄,KWAL GWAL GWAL GWAL KWAL GWAL GWAL GWAL,쫘 라 라 라 라 라 라 라,JJWA RA RA RA RA RA RA RA
3_44.wav,3,44,촤 르 라 르 라 르 락,CHWA REU RA REU RA REU RAK,조 로 로 로 로 로 로,JO RO RO RO RO RO RO,디 리 리 리 리 릭,DI RI RI RI RI RIK,주 르 르 륵 줄 줄 줄 줄,JU REU REU REUK JUL JUL JUL JUL,타 다 다 닥 죠 륵 타 다 다 닥,TA DA DA DAK JYO REUK TA DA DA DAK
3_45.wav,3,45,꿔 르 르 르 르 르 르 르,KKWO REU REU REU REU REU REU REU,죠 로 로 로 로 로 로,JYO RO RO RO RO RO RO,쭈 루 루 루 룩,JJU RU RU RU RUK,뿌 집 쭈 집 쭈 르 르 르,PPU JIB JJU JIB JJU REU REU REU,뚜 르 르 르 르 르 르 르 르 르 르 르 르 르 르,TTU REU REU REU REU REU REU REU REU REU REU REU REU REU REU
3_46.wav,3,46,콸 콸 콸 콸 콸 콸 콸,KWAL KWAL KWAL KWAL KWAL KWAL KWAL,콸 콸 콸 콸 콸,KWAL KWAL KWAL KWAL KWAL,콰 르 르 르 르 르,KWA REU REU REU REU REU,조 르 조 르 조 르 조 르,JO REU JO REU JO REU JO REU,뾸 를 륵 뾸 를 륵 뾸 를 를 를 륵,PPYOL REUL REUK PPYOL REUL REUK PPYOL REUL REUL REUL REUK
3_47.wav,3,47,쪼 르 쪼 르 쪼 르 쪼 르,JJO REU JJO REU JJO REU JJO REU,조 로 로 로 록,JO RO RO RO ROK,졸 졸 졸 졸,JOL JOL JOL JOL,포 로 로 로 로 로 로 로 로 옵,PO RO RO RO RO RO RO RO RO OB,쬬 르 르 쬬 르 르 쬬 르 르 쬬 르 르,JJYO REU REU JJYO REU REU JJYO REU REU JJYO REU REU
3_48.wav,3,48,주 르 르 르 르 르 르 륵,JU REU REU REU REU REU REU REUK,죠 로 로 로 로 로 록,JYO RO RO RO RO RO ROK,쪼 르 르 르 륵,JJO REU REU REU REUK,후 루 루 루 루 룹 루 루 루 루 룹,HU RU RU RU RU RUB RU RU RU RU RUB,초 로 로 로 로 로 로 로 로 로 로,CHO RO RO RO RO RO RO RO RO RO RO
3_49.wav,3,49,쥬 르 르 르 르 르 르,JYU REU REU REU REU REU REU,쉬 조 로 로 로 로 로,SWI JO RO RO RO RO RO,촤 르 르 르 륵,CHWA REU REU REU REUK,또 르 르 륵 주 루 르 륵,TTO REU REU REUK JU RU REU REUK,촤 라 라 라 라 촤 라 라 라 라,CHWA RA RA RA RA CHWA RA RA RA RA
3_5.wav,3,5,쪼 르 르 르 르 르 으 윽,JJO REU REU REU REU REU EU EUK,프 츄 즈 르 르 우 우 우 우 우 웅 잉,PEU CHYU JEU REU REU U U U U U UNG ING,챠 르 르 르 륵 주 르 륵,CHYA REU REU REU REUK JU REU REUK,쪼 르 르 륵 쪼 르 르 륵 쿠 과 과,JJO REU REU REUK JJO REU REU REUK KU GWA GWA,카 르 르 고 로 로 로 록,KA REU REU GO RO RO RO ROK
3_50.wav,3,50,쪼 르 르 쪼 르 르 르,JJO REU REU JJO REU REU REU,또 로 또 로 또 로 록,TTO RO TTO RO TTO RO ROK,스 르 르 쪼 르 르 르 륵,SEU REU REU JJO REU REU REU REUK,후 루 룹 후 룹 후 룹,HU RU RUB HU RUB HU RUB,치 링 챠 랑 차 랑 죠 로 록 죡,CHI RING CHYA RANG CHA RANG JYO RO ROK JYOK
3_51.wav,3,51,촤 자 자 작,CHWA JA JA JAK,츠 즈 트 르 륵,CHEU JEU TEU REU REUK,짤 그 락 탁,JJAL GEU RAK TAK,츠 르 르 윽 츠 윽 측,CHEU REU REU EUK CHEU EUK CHEUK,쨔 즈 즈 즈 즈,JJYA JEU JEU JEU JEU
3_52.wav,3,52,쪼 르 르 르 르 르 르 륵,JJO REU REU REU REU REU REU REUK,턱 좌 라 라 라 랑,TEOK JWA RA RA RA RANG,콰 르 르 르 륵,KWA REU REU REU REUK,쪼 르 톡 르 르 르 르 륵,JJO REU TOK REU REU REU REU REUK,쪼 라 라 라 라 라 라 라 라,JJO RA RA RA RA RA RA RA RA
3_53.wav,3,53,또 로 로 로 로 록,TTO RO RO RO RO ROK,쬬 죠 로 로 로 로 록,JJYO JYO RO RO RO RO ROK,쪼 르 르 르 륵 쪼 르 르 륵,JJO REU REU REU REUK JJO REU REU REUK,쪼 르 르 륵 쪼 르 르 륵 르 르 르 륵,JJO REU REU REUK JJO REU REU REUK REU REU REU REUK,쪼 로 로 록 로 롤 로 로 로 록,JJO RO RO ROK RO ROL RO RO RO ROK
3_54.wav,3,54,쪼 르 륵,JJO REU REUK,조 록 턱,JO ROK TEOK,줄 줄 줄 툭,JUL JUL JUL TUK,졸 그 랑 쿵 국,JOL GEU RANG KUNG GUK,쫘 르 르 툭,JJWA REU REU TUK
3_55.wav,3,55,드 르 르 르 르 륵 타 락,DEU REU REU REU REU REUK TA RAK,처 르 르 륵,CHEO REU REU REUK,주 르 르 르 륵,JU REU REU REU REUK,쪼 오 그 르 그 르 그 르 륵,JJO O GEU REU GEU REU GEU REU REUK,기 이 이 꼬 로 로 록,GI I I KKO RO RO ROK
3_56.wav,3,56,또 르 르 르 르 륵,TTO REU REU REU REU REUK,카 쟈 라 라 라 라 라 라 라,KA JYA RA RA RA RA RA RA RA,뽀 르 르 르 르 르 륵,PPO REU REU REU REU REU REUK,쪼 오 오 옥 쪼 오 오 옥,JJO O O OK JJO O O OK,도 도 도 도 도 도 도 도 독,DO DO DO DO DO DO DO DO DOK
3_57.wav,3,57,또 르 르 르 르 이 이 이 이 익,TTO REU REU REU REU I I I I IK,쿄 도 죠 로 로 로 로 로 록,KYO DO JYO RO RO RO RO RO ROK,쪼 르 르 르 이 이 익,JJO REU REU REU I I IK,초 르 르 르 초 르 르 초 르 르 르,CHO REU REU REU CHO REU REU CHO REU REU REU,트 허 허 허 허 토 록,TEU HEO HEO HEO HEO TO ROK
3_58.wav,3,58,쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU REUK,죠 로 로 로 로 록,JYO RO RO RO RO ROK,스 글 스 글 스 글 브 글,SEU GEUL SEU GEUL SEU GEUL BEU GEUL,까 그 라 락 까 그 라 악 까 각 까 각,KKA GEU RA RAK KKA GEU RA AK KKA GAK KKA GAK,또 로 로 로 로 로 또 로 로 로 로,TTO RO RO RO RO RO TTO RO RO RO RO
3_59.wav,3,59,쪼 로 록 쪼 로 로 로 로 록,JJO RO ROK JJO RO RO RO RO ROK,켜 규 자 자 잠,KYEO GYU JA JA JAM,부 르 르 르 륵 뿌 르 르 르 륵,BU REU REU REU REUK PPU REU REU REU REUK,따 다 따 다 따 다 다 따 다 따 다 다 따 다,TTA DA TTA DA TTA DA DA TTA DA TTA DA DA TTA DA,불 고 로 로 로 로 롤 롤 로 로 롥,BUL GO RO RO RO RO ROL ROL RO RO ROL
3_6.wav,3,6,도 로 로 로 로 로 로 로 로,DO RO RO RO RO RO RO RO RO,표 쵸 조 조 조 로 로 로 로,PYO CHYO JO JO JO RO RO RO RO,쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU REUK,보 글 글 글 보 글 보 그 르 르,BO GEUL GEUL GEUL BO GEUL BO GEU REU REU,챠 르 르 르 르 르 르 르 르 르 르,CHYA REU REU REU REU REU REU REU REU REU REU
3_60.wav,3,60,조 로 로 로 로 록,JO RO RO RO RO ROK,큐 규 규 규 규 규 규,KYU GYU GYU GYU GYU GYU GYU,쪼 르 르 륵 쪼 륵,JJO REU REU REUK JJO REUK,찌 그 그 그 그 글 그 그 그 그 그 그,JJI GEU GEU GEU GEU GEUL GEU GEU GEU GEU GEU GEU,보 그 르 르 도 록 도 르 르 르,BO GEU REU REU DO ROK DO REU REU REU
3_61.wav,3,61,쪼 로 로 로 로 로 록,JJO RO RO RO RO RO ROK,쬬 조 조 조 조 조 조 족,JJYO JO JO JO JO JO JO JOK,조 르 르 르 륵 주 르 륵,JO REU REU REU REUK JU REU REUK,도 도 도 도 옥 지 그 그 윽 그 윽,DO DO DO DO OK JI GEU GEU EUK GEU EUK,지 그 더 그 더 그 더 그 지 르 더 그 르 르,JI GEU DEO GEU DEO GEU DEO GEU JI REU DEO GEU REU REU
3_62.wav,3,62,쪼 르 르 르 르 르 르 르,JJO REU REU REU REU REU REU REU,쯔 즈 즈 즈 즉,JJEU JEU JEU JEU JEUK,뽀 르 르 르 르,PPO REU REU REU REU,지 글 기 글 기 글 지 글,JI GEUL GI GEUL GI GEUL JI GEUL,따 그 다 따 그 다 따 그 다 다,TTA GEU DA TTA GEU DA TTA GEU DA DA
3_63.wav,3,63,타 라 라 라 락 타 락 탁,TA RA RA RA RAK TA RAK TAK,죠 르 락 져 럭,JYO REU RAK JYEO REOK,쯔 르 로 로 로 록,JJEU REU RO RO RO ROK,짜 그 르 르 짜 글 짜 글,JJA GEU REU REU JJA GEUL JJA GEUL,또 로 로 로 로 로 로 로 록,TTO RO RO RO RO RO RO RO ROK
3_64.wav,3,64,쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU REUK,표 됴 죠 로 로 로 로 록,PYO DYO JYO RO RO RO RO ROK,쪼 르 르 륵 쪼 르 르 륵,JJO REU REU REUK JJO REU REU REUK,쯔 르 읍 쯔 그 읍 쯔 즈 읍 쯥,JJEU REU EUB JJEU GEU EUB JJEU JEU EUB JJEUB,꾸 로 로 로 로 로 로 로,KKU RO RO RO RO RO RO RO
3_65.wav,3,65,꼬 르 르 꼬 르 르 다 라 라 다 라 라,KKO REU REU KKO REU REU DA RA RA DA RA RA,츠 즈 그 르 르 르 즈 그 르 즈 그 르,CHEU JEU GEU REU REU REU JEU GEU REU JEU GEU REU,쯔 르 륵 쯔 르 르 륵,JJEU REU REUK JJEU REU REU REUK,짜 그 르 르 짜 그 르 르 뿌 르 럭 뿌 르 럭,JJA GEU REU REU JJA GEU REU REU PPU REU REOK PPU REU REOK,디 그 디 그 디 그 디,DI GEU DI GEU DI GEU DI
3_66.wav,3,66,따 르 르 르 르 따 라 락,TTA REU REU REU REU TTA RA RAK,까 그 작 까 그 작,KKA GEU JAK KKA GEU JAK,보 글 보 글 보 글,BO GEUL BO GEUL BO GEUL,자 글 르 르 르 자 글 자 글,JA GEUL REU REU REU JA GEUL JA GEUL,쪼 로 로 로 로 로 로 로 록,JJO RO RO RO RO RO RO RO ROK
3_67.wav,3,67,쪼 르 르 르 르 르 르 익,JJO REU REU REU REU REU REU IK,과 규 쟉 과 규 작,GWA GYU JYAK GWA GYU JAK,쯔 륵 득 쯔 르 르,JJEU REUK DEUK JJEU REU REU,찌 그 르 극 찌 그 그 극 찌 그 르 극,JJI GEU REU GEUK JJI GEU GEU GEUK JJI GEU REU GEUK,자 각 자 각 고 족 고 족 그 리 리 릭,JA GAK JA GAK GO JOK GO JOK GEU RI RI RIK
3_68.wav,3,68,티 리 릭 톡 티 리 리 릭,TI RI RIK TOK TI RI RI RIK,주 구 자 구 자 라 랑,JU GU JA GU JA RA RANG,쭈 루 루 룩,JJU RU RU RUK,지 그 르 륵 지 그 르 륵,JI GEU REU REUK JI GEU REU REUK,티 기 토 로 로 로 로 로 로 로,TI GI TO RO RO RO RO RO RO RO
3_69.wav,3,69,티 기 디 딕 티 디 디 디 도 디 디 드 다,TI GI DI DIK TI DI DI DI DO DI DI DEU DA,쓰 즈 쓰 즈 스 즈 증,SSEU JEU SSEU JEU SEU JEU JEUNG,특 트 득 트 득 트 득,TEUK TEU DEUK TEU DEUK TEU DEUK,띄 끼 띄 끼 띄 끼 띄 기 띄 기 기 띄 기,TTUI KKI TTUI KKI TTUI KKI TTUI GI TTUI GI GI TTUI GI,더 그 러 거 더 그 러 거 러 거,DEO GEU REO GEO DEO GEU REO GEO REO GEO
3_7.wav,3,7,또 르 르 르 르 르 르 추 와 아 악,TTO REU REU REU REU REU REU CHU WA A AK,츄 르 르 르 르 르 르,CHYU REU REU REU REU REU REU,콰 르 르 르 륵,KWA REU REU REU REUK,트 드 드 드 득 드 드 드 드 드 드,TEU DEU DEU DEU DEUK DEU DEU DEU DEU DEU DEU,트 랄 랄 라 랄 랄 랄 랄,TEU RAL RAL RA RAL RAL RAL RAL
3_70.wav,3,70,또 르 르 또 르 르 또 르 르 다 닥,TTO REU REU TTO REU REU TTO REU REU DA DAK,캬 그 작 카 옥,KYA GEU JAK KA OK,조 륵 조 륵 조 르 르 르 륵,JO REUK JO REUK JO REU REU REU REUK,따 다 다 다 또 고 고 따 가 가 또 고,TTA DA DA DA TTO GO GO TTA GA GA TTO GO,또 로 록 또 로 록 또 로 로 록,TTO RO ROK TTO RO ROK TTO RO RO ROK
3_71.wav,3,71,또 도 도 돕 또 독 또 도 도 익,TTO DO DO DOB TTO DOK TTO DO DO IK,텨 뎌 럭 텩 텩 텨 러 럭,TYEO DYEO REOK TYEOK TYEOK TYEO REO REOK,또 르 릉 뜩 뜨 르 륵,TTO REU REUNG TTEUK TTEU REU REUK,찌 글 찌 글 찌 그 르 르 찌 글 찌 글,JJI GEUL JJI GEUL JJI GEU REU REU JJI GEUL JJI GEUL,쪼 로 로 록 쪼 로 로 록,JJO RO RO ROK JJO RO RO ROK
3_72.wav,3,72,쪼 르 륵 쪼 르 르 륵 쪼 르 륵,JJO REU REUK JJO REU REU REUK JJO REU REUK,커 쳐 조 로 로 로 로 로,KEO CHYEO JO RO RO RO RO RO,주 르 르 륵 조 륵,JU REU REU REUK JO REUK,까 드 드 득 까 드 득 까 득,KKA DEU DEU DEUK KKA DEU DEUK KKA DEUK,디 구 키 구 기 긱 키 이 유 욱,DI GU KI GU GI GIK KI I YU UK
3_73.wav,3,73,차 르 락 차 르 락 차 르 락,CHA REU RAK CHA REU RAK CHA REU RAK,죠 고 록 죠 록 죡,JYO GO ROK JYO ROK JYOK,부 스 럭 부 스 럭,BU SEU REOK BU SEU REOK,또 도 독 똑 도 독 쩝 짭 쩝,TTO DO DOK TTOK DO DOK JJEOB JJAB JJEOB,다 그 닥 탁 탁 다 그 닥 탁 탁,DA GEU DAK TAK TAK DA GEU DAK TAK TAK
3_74.wav,3,74,타 다 다 닥 타 다 다 닥,TA DA DA DAK TA DA DA DAK,프 츠 프 츠 욱 프 츠 츠 츠 트 억 턱,PEU CHEU PEU CHEU UK PEU CHEU CHEU CHEU TEU EOK TEOK,스 르 드 륵 스 르 드 륵,SEU REU DEU REUK SEU REU DEU REUK,찌 직 찌 익 찌 직 찌 직 찌 직,JJI JIK JJI IK JJI JIK JJI JIK JJI JIK,고 로 록 고 로 록 고 로 록 고 로 록 고 로 록,GO RO ROK GO RO ROK GO RO ROK GO RO ROK GO RO ROK
3_75.wav,3,75,타 다 다 다 다 다 다 다 다,TA DA DA DA DA DA DA DA DA,크 뎌 더 더 더 보 로,KEU DYEO DEO DEO DEO BO RO,뜨 르 르 르 륵,TTEU REU REU REU REUK,쯔 끄 그 그 쯔 그 그 그 쯔 그,JJEU KKEU GEU GEU JJEU GEU GEU GEU JJEU GEU,디 그 디 그 디 그 디 그 디 그,DI GEU DI GEU DI GEU DI GEU DI GEU
3_76.wav,3,76,끼 릭 끼 릭 끼 릭 끼 릭,KKI RIK KKI RIK KKI RIK KKI RIK,츨 그 륵 촥 착,CHEUL GEU REUK CHWAK CHAK,뚜 벅 뚜 벅 뚜 벅,TTU BEOK TTU BEOK TTU BEOK,도 로 로 록 돌 돌 돌 돌,DO RO RO ROK DOL DOL DOL DOL,쯔 아 악 쯔 악,JJEU A AK JJEU AK
3_77.wav,3,77,도 도 도 도 도 도 도 도 도,DO DO DO DO DO DO DO DO DO,츠 즈 즈 즈 츠 즈 츠 즈 츠 즈 츠 즈,CHEU JEU JEU JEU CHEU JEU CHEU JEU CHEU JEU CHEU JEU,쯔 르 르 륵 즈 르 륵,JJEU REU REU REUK JEU REU REUK,찌 그 그 극 찌 그 고 아 찌 그 긋,JJI GEU GEU GEUK JJI GEU GO A JJI GEU GEUT,츠 크 츠 크 측 측 츠 크 츠,CHEU KEU CHEU KEU CHEUK CHEUK CHEU KEU CHEU
3_78.wav,3,78,춰 르 륵 춰 르 륵 춰 르 르 르,CHWO REU REUK CHWO REU REUK CHWO REU REU REU,커 구 잠 커 구 잠 커 구 잠,KEO GU JAM KEO GU JAM KEO GU JAM,뜨 드 뜨 드 드 드,TTEU DEU TTEU DEU DEU DEU,찌 그 작 찌 그 럭 찌 그 극 찌 극 찌 그 적 찌 그 극,JJI GEU JAK JJI GEU REOK JJI GEU GEUK JJI GEUK JJI GEU JEOK JJI GEU GEUK,지 그 지 그 지 그 찌 그 지 그,JI GEU JI GEU JI GEU JJI GEU JI GEU
3_79.wav,3,79,찍 찍 찌 끼 찌 끼 찌 끼,JJIK JJIK JJI KKI JJI KKI JJI KKI,텨 특 텨 특 터 드 득,TYEO TEUK TYEO TEUK TEO DEU DEUK,특 득 득 트 득 트 득,TEUK DEUK DEUK TEU DEUK TEU DEUK,찍 도 각 도 각 독 도 각,JJIK DO GAK DO GAK DOK DO GAK,으 흠 으 으 흠,EU HEUM EU EU HEUM
3_8.wav,3,8,조 로 로 로 로 로 록,JO RO RO RO RO RO ROK,캬 라 라 라 라 라 라 락,KYA RA RA RA RA RA RA RAK,콰 르 르 르 르 콰 르 륵,KWA REU REU REU REU KWA REU REUK,쪼 르 르 쪼 르 르 르 쪼 르 르 쪼 르 쪼 르,JJO REU REU JJO REU REU REU JJO REU REU JJO REU JJO REU,좌 라 라 라 라 라 라 라 라 라 락,JWA RA RA RA RA RA RA RA RA RA RAK
3_80.wav,3,80,주 와 아 아 아,JU WA A A A,츠 즈 즈 즈 즈 즈 륵,CHEU JEU JEU JEU JEU JEU REUK,스 르 르 륵 스 르 륵,SEU REU REU REUK SEU REU REUK,찌 그 이 쯰 즤 지 지 그 이,JJI GEU I JJUI JUI JI JI GEU I,스 스 스 슷 스,SEU SEU SEU SEUT SEU
3_81.wav,3,81,우 위 우 우,U WI U U,뜌 으 으,TTYU EU EU,화 으 으 으 으 으,HWA EU EU EU EU EU,후 웅 우 웅 우,HU UNG U UNG U,띠 리 릭,TTI RI RIK
3_82.wav,3,82,따 다 단 딴 딴,TTA DA DAN TTAN TTAN,뗘 띠 따 또,TTYEO TTI TTA TTO,띵 딩 띠 리 링,TTING DING TTI RI RING,화 앙 아 아 앙 두 두 둥 두 두 둥,HWA ANG A A ANG DU DU DUNG DU DU DUNG,통 토 로 통 토 로 통,TONG TO RO TONG TO RO TONG
3_83.wav,3,83,딴 두 둔 뚠,TTAN DU DUN TTUN,쿄 허 하 허,KYO HEO HA HEO,빠 아 빠 바 아 암 밤,PPA A PPA BA A AM BAM,화 아 앙 아 아 앙 둥 둥 둥 둥 둥 둥 두 두 둥,HWA A ANG A A ANG DUNG DUNG DUNG DUNG DUNG DUNG DU DU DUNG,똥 동 돵 돠 앙,TTONG DONG DWANG DWA ANG
3_84.wav,3,84,뚜 두 콰 강 뚜 뚠,TTU DU KWA GANG TTU TTUN,뺘 뾰 빠 버,PPYA PPYO PPA BEO,당 딩 딩 동,DANG DING DING DONG,띠 잉 화 앙 호 롱 이 잉,TTI ING HWA ANG HO RONG I ING,타 당 타 당,TA DANG TA DANG
3_85.wav,3,85,따 다 딘 조 르 르 르 르,TTA DA DIN JO REU REU REU REU,캬 히 쬬 됴 로 로 로 로 록,KYA HI JJYO DYO RO RO RO RO ROK,딩 동 딩,DING DONG DING,띵 화 앙 쪼 르 르 르 르 르 륵,TTING HWA ANG JJO REU REU REU REU REU REUK,통 띠 리 쪼 르 르 르,TONG TTI RI JJO REU REU REU
3_86.wav,3,86,쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU REUK,쬬 됴 로 로 로 로 로 로 록,JJYO DYO RO RO RO RO RO RO ROK,쪼 르 르 르 르 르 르 르 륵,JJO REU REU REU REU REU REU REU REUK,쪼 르 르 르 르 르 쪼 르 르 르 르 르 륵,JJO REU REU REU REU REU JJO REU REU REU REU REU REUK,꼬 로 로 로 록,KKO RO RO RO ROK
3_87.wav,3,87,또 로 로 로 로 로 록,TTO RO RO RO RO RO ROK,죠 또 로 로 로 로 로 럭,JYO TTO RO RO RO RO RO REOK,쪼 르 르 르 르 륵,JJO REU REU REU REU REUK,조 르 르 륵 조 르 르 르 르 륵,JO REU REU REUK JO REU REU REU REU REUK,쪼 로 촐 촐 촐 촐 촐 촐 촐 촐,JJO RO CHOL CHOL CHOL CHOL CHOL CHOL CHOL CHOL
3_88.wav,3,88,쪼 르 르 르 르 륵,JJO REU REU REU REU REUK,죠 로 죠 로 로 록,JYO RO JYO RO RO ROK,추 르 르 르 륵,CHU REU REU REU REUK,쪼 르 륵 쪼 르 르 륵,JJO REU REUK JJO REU REU REUK,뚜 기 다 기 뚜 기 뚜 기 두 기 닥,TTU GI DA GI TTU GI TTU GI DU GI DAK
3_89.wav,3,89,촤 라 라 랍,CHWA RA RA RAB,뷰 르 르 르 륵,BYU REU REU REU REUK,타 라 라 라 락,TA RA RA RA RAK,쪼 르 르 륵,JJO REU REU REUK,끄 그 고 고 옥,KKEU GEU GO GO OK
3_9.wav,3,9,촤 라 락 쉬 이 이 이 이 이,CHWA RA RAK SWI I I I I I,뗠 로 땀,TTYEOL RO TTAM,주 륵 좌 아 아 악,JU REUK JWA A A AK,트 르 륵 치 이 이 익 슈 슈 스 슥,TEU REU REUK CHI I I IK SYU SYU SEU SEUK,촤 라 락 츠 으 으 으 으 으,CHWA RA RAK CHEU EU EU EU EU EU
3_90.wav,3,90,조 로 로 로 로 로 로 록,JO RO RO RO RO RO RO ROK,프 츠 즈 즈 즈 즈 즈 르 르 르 르 륵,PEU CHEU JEU JEU JEU JEU JEU REU REU REU REU REUK,치 리 릭 콰 아 아 악,CHI RI RIK KWA A A AK,쪼 르 르 륵 쿠 르 르 륵,JJO REU REU REUK KU REU REU REUK,촤 르 르 륵 쪼 록 또 로 로 록,CHWA REU REU REUK JJO ROK TTO RO RO ROK
